,exp_name,env_name,seed,metric,env_step,value
399,xqc,dog-run,6,avg_return,300000.0,305.8837289115897
400,xqc,dog-run,6,avg_return,400000.0,425.5126647847267
401,xqc,dog-run,6,avg_return,500000.0,499.9530974138852
402,xqc,dog-run,6,avg_return,600000.0,468.05325262232543
403,xqc,dog-run,6,avg_return,700000.0,549.59350702101
404,xqc,dog-run,6,avg_return,800000.0,602.0895200321617
405,xqc,dog-run,6,avg_return,900000.0,666.3246051953175
406,xqc,dog-run,6,avg_return,1000000.0,675.9939183764645
407,xqc,dog-run,7,avg_return,0.0,5.541646568233582
408,xqc,dog-run,7,avg_return,100000.0,135.71071793887205
409,xqc,dog-run,7,avg_return,200000.0,194.6568386990164
410,xqc,dog-run,7,avg_return,300000.0,245.73826357164063
411,xqc,dog-run,7,avg_return,400000.0,308.95211839121737
412,xqc,dog-run,7,avg_return,500000.0,317.9512694110452
413,xqc,dog-run,7,avg_return,600000.0,405.6556868473659
414,xqc,dog-run,7,avg_return,700000.0,446.3910610853386
415,xqc,dog-run,7,avg_return,800000.0,456.3013588214828
416,xqc,dog-run,7,avg_return,900000.0,496.9790441061615
417,xqc,dog-run,7,avg_return,1000000.0,536.8528288491
418,xqc,dog-run,8,avg_return,0.0,5.308557699773519
419,xqc,dog-run,8,avg_return,100000.0,118.10943454372833
420,xqc,dog-run,8,avg_return,200000.0,190.4977036799426
421,xqc,dog-run,8,avg_return,300000.0,316.704939385614
422,xqc,dog-run,8,avg_return,400000.0,345.1142571351648
423,xqc,dog-run,8,avg_return,500000.0,447.2700298110558
424,xqc,dog-run,8,avg_return,600000.0,537.6037548628976
425,xqc,dog-run,8,avg_return,700000.0,583.1132351780536
426,xqc,dog-run,8,avg_return,800000.0,646.4288261514162
427,xqc,dog-run,8,avg_return,900000.0,576.8462873889357
428,xqc,dog-run,8,avg_return,1000000.0,718.190244142205
429,xqc,dog-run,9,avg_return,0.0,4.537677564451445
430,xqc,dog-run,9,avg_return,100000.0,105.0642756123763
431,xqc,dog-run,9,avg_return,200000.0,182.3612047484215
432,xqc,dog-run,9,avg_return,300000.0,287.70400105635565
433,xqc,dog-run,9,avg_return,400000.0,359.71042356419446
434,xqc,dog-run,9,avg_return,500000.0,461.2721136215806
435,xqc,dog-run,9,avg_return,600000.0,531.0774326310799
436,xqc,dog-run,9,avg_return,700000.0,561.7759497428489
437,xqc,dog-run,9,avg_return,800000.0,654.6756068585042
